App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,15M,"5,000,000+",Free,0,Everyone,Travel & Local,26-Jul-18,4.38.176,4.4 and up
United Airlines,TRAVEL_AND_LOCAL,3.5,30447,80M,"5,000,000+",Free,0,Everyone,Travel & Local,20-Jul-18,2.1.56,5.0 and up
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14M,"10,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,18.30.0,5.0 and up
Skiplagged — Exclusive Flights & Hotels,TRAVEL_AND_LOCAL,4.6,10035,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,4-May-18,Varies with device,Varies with device
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,57M,"100,000+",Free,0,Everyone,Travel & Local,5-Aug-18,17.7.8,4.4 and up
British Airways,TRAVEL_AND_LOCAL,4.2,25740,51M,"1,000,000+",Free,0,Everyone,Travel & Local,24-Jul-18,4.2,4.4 and up
Southwest Airlines,TRAVEL_AND_LOCAL,3.9,24781,8.3M,"5,000,000+",Free,0,Everyone,Travel & Local,11-Jul-18,5.6.1,6.0 and up
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,24M,"5,000,000+",Free,0,Everyone,Travel & Local,25-Apr-18,7.6.5,4.4 and up
"CheapTickets – Hotels, Flights & Travel Deals",TRAVEL_AND_LOCAL,4.4,6925,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,25-Jul-18,Varies with device,Varies with device
JetBlue,TRAVEL_AND_LOCAL,4.4,24281,29M,"1,000,000+",Free,0,Everyone,Travel & Local,25-Jul-18,4.4.2,4.4 and up
Hopper - Watch & Book Flights,TRAVEL_AND_LOCAL,4.4,52028,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,29-Jun-18,Varies with device,5.0 and up
Flights,TRAVEL_AND_LOCAL,4.4,18039,3.1M,"1,000,000+",Free,0,Everyone,Travel & Local,26-Jul-18,3.6.6,4.1 and up
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46M,"5,000,000+",Free,0,Everyone,Travel & Local,31-Jul-18,4.13.2,5.0 and up
The Emirates App,TRAVEL_AND_LOCAL,4.4,22748,55M,"1,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,4.7.1,5.0 and up
"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,4.5,216388,19M,"10,000,000+",Free,0,Everyone,Travel & Local,31-Jul-18,Varies with device,Varies with device
American Airlines,TRAVEL_AND_LOCAL,3.7,16980,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,18-Jul-18,Varies with device,Varies with device
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47780,19M,"5,000,000+",Free,0,Everyone,Travel & Local,31-Jul-18,Varies with device,Varies with device
KLM - Royal Dutch Airlines,TRAVEL_AND_LOCAL,3.7,7705,40M,"1,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,9.7.1,4.1 and up
"Orbitz - Hotels, Flights & Package Deals",TRAVEL_AND_LOCAL,4.4,33256,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,31-Jul-18,Varies with device,Varies with device
Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29M,"10,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,5.48,4.4 and up
Lufthansa,TRAVEL_AND_LOCAL,3.6,14544,43M,"1,000,000+",Free,0,Everyone,Travel & Local,27-Jul-18,7.2.5,4.1 and up
easyJet: Travel App,TRAVEL_AND_LOCAL,4.4,134895,50M,"10,000,000+",Free,0,Everyone,Travel & Local,1-Jul-18,2.32.2,4.2 and up
IndiGo,TRAVEL_AND_LOCAL,4,48082,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,25-Jul-18,4.1.3,4.0.3 and up
LateRooms: Find Hotel Deals,TRAVEL_AND_LOCAL,4.1,2419,13M,"1,000,000+",Free,0,Everyone,Travel & Local,29-May-18,1.24.5,4.1 and up
Choice Hotels,TRAVEL_AND_LOCAL,4.4,17915,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,18-Jul-18,Varies with device,Varies with device
Couchsurfing Travel App,TRAVEL_AND_LOCAL,4.4,61776,Varies with device,"1,000,000+",Free,0,Teen,Travel & Local,10-Jul-18,Varies with device,Varies with device
Hotwire Hotel & Car Rental App,TRAVEL_AND_LOCAL,4.3,10323,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,19-Jul-18,Varies with device,Varies with device
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,15M,"5,000,000+",Free,0,Everyone,Travel & Local,26-Jul-18,4.38.176,4.4 and up
HOTEL DEALS,TRAVEL_AND_LOCAL,4.2,1609,4.0M,"100,000+",Free,0,Everyone,Travel & Local,26-Apr-18,53.89.55,4.1 and up
trivago: Hotels & Travel,TRAVEL_AND_LOCAL,4.2,219848,Varies with device,"50,000,000+",Free,0,Everyone,Travel & Local,2-Aug-18,Varies with device,Varies with device
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14M,"10,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,18.30.0,5.0 and up
HomeAway Vacation Rentals,TRAVEL_AND_LOCAL,4.3,30403,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,1-Aug-18,Varies with device,Varies with device
"KAYAK Flights, Hotels & Cars",TRAVEL_AND_LOCAL,4.5,216388,19M,"10,000,000+",Free,0,Everyone,Travel & Local,31-Jul-18,Varies with device,Varies with device
"Orbitz - Hotels, Flights & Package Deals",TRAVEL_AND_LOCAL,4.4,33256,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,31-Jul-18,Varies with device,Varies with device
Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29M,"10,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,5.48,4.4 and up
IHG®: Hotel Deals & Rewards,TRAVEL_AND_LOCAL,4.3,18622,44M,"1,000,000+",Free,0,Everyone,Travel & Local,3-Aug-18,4.15.1,4.4 and up
SPG: Starwood Hotels & Resorts,TRAVEL_AND_LOCAL,4.2,8258,22M,"1,000,000+",Free,0,Everyone,Travel & Local,3-Jul-18,v5.4.3,4.4 and up
Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260133,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,4-Jul-18,Varies with device,Varies with device
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,Varies with device,Varies with device
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57573,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,31-Jul-18,Varies with device,Varies with device
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28M,"1,000,000+",Free,0,Everyone,Travel & Local,16-Jul-18,6.7.1,4.1 and up
TripAdvisor Hotels Flights Restaurants Attractions,TRAVEL_AND_LOCAL,4.4,1162837,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,4-Aug-18,Varies with device,Varies with device
Airbnb,TRAVEL_AND_LOCAL,4.4,359560,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,2-Aug-18,Varies with device,Varies with device
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,12M,"5,000,000+",Free,0,Everyone,Travel & Local,13-Nov-17,4.9.2,4.1 and up
Agoda – Hotel Booking Deals,TRAVEL_AND_LOCAL,4.6,263525,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,4-Aug-18,Varies with device,Varies with device
Turo - Better Than Car Rental,TRAVEL_AND_LOCAL,4.4,14114,46M,"1,000,000+",Free,0,Everyone,Travel & Local,4-Aug-18,18.21.0,5.0 and up
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7.6M,"100,000+",Free,0,Everyone,Travel & Local;Action & Adventure,9-Aug-17,4.0.38,4.4 and up
Cheap hotel deals and discounts — Hotellook,TRAVEL_AND_LOCAL,4.5,7153,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,30-Jul-18,Varies with device,Varies with device
Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29M,"10,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,5.48,4.4 and up
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57573,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,31-Jul-18,Varies with device,Varies with device
Maps - Navigate & Explore,TRAVEL_AND_LOCAL,4.3,9235373,Varies with device,"1,000,000,000+",Free,0,Everyone,Travel & Local,31-Jul-18,Varies with device,Varies with device
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1M,"10,000,000+",Free,0,Everyone,Travel & Local,13-Jun-18,8.1.171,4.0 and up
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,8.5M,"1,000,000+",Free,0,Everyone,Travel & Local,14-Jul-15,8,4.0 and up
Scout GPS Navigation & Meet Up,TRAVEL_AND_LOCAL,4.2,120373,31M,"5,000,000+",Free,0,Everyone,Travel & Local,31-Jul-18,3.19.35.999,4.0.3 and up
Street Panorama View,TRAVEL_AND_LOCAL,4.2,40225,4.1M,"1,000,000+",Free,0,Everyone,Travel & Local,18-Jul-18,4.0.3,4.1 and up
Geo Tracker - GPS tracker,TRAVEL_AND_LOCAL,4.5,42849,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,10-Aug-16,Varies with device,Varies with device
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22M,"500,000+",Free,0,Teen,Travel & Local,6-Aug-18,1.28.1,5.0 and up
Navmii GPS USA (Navfree),TRAVEL_AND_LOCAL,4,5960,Varies with device,"500,000+",Free,0,Everyone,Travel & Local,23-May-18,Varies with device,Varies with device
Sygic Truck GPS Navigation,TRAVEL_AND_LOCAL,4.2,18294,28M,"1,000,000+",Free,0,Everyone,Travel & Local,2-Aug-18,13.8.3,4.0 and up
Google Street View,TRAVEL_AND_LOCAL,4.2,2129707,Varies with device,"1,000,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,Varies with device,Varies with device
Moto File Manager,TOOLS,4.1,38655,5.9M,"10,000,000+",Paid,$11 ,Everyone,Tools,1-Feb-18,v3.7.93,5.0 and up
Google,TOOLS,4.4,8033493,Varies with device,"1,000,000,000+",Paid,$22 ,Everyone,Tools,3-Aug-18,Varies with device,Varies with device
Google Translate,TOOLS,4.4,5745093,Varies with device,"500,000,000+",Paid,$22 ,Everyone,Tools,4-Aug-18,Varies with device,Varies with device
Moto Display,TOOLS,4.2,18239,Varies with device,"10,000,000+",Paid,$13 ,Everyone,Tools,6-Aug-18,Varies with device,Varies with device
Motorola Alert,TOOLS,4.2,24199,3.9M,"50,000,000+",Paid,$13 ,Everyone,Tools,21-Nov-14,1.02.53,4.4 and up
Motorola Assist,TOOLS,4.1,37333,Varies with device,"50,000,000+",Paid,$13 ,Everyone,Tools,17-Jan-16,Varies with device,Varies with device
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,15M,"100,000,000+",Paid,$13 ,Everyone,Tools,25-Jul-18,3.1.2,4.0 and up
Moto Suggestions ™,TOOLS,4.6,308,4.3M,"1,000,000+",Paid,$14 ,Everyone,Tools,8-Jun-18,0.2.32,8.0 and up
Moto Voice,TOOLS,4.1,33216,Varies with device,"10,000,000+",Paid,$14 ,Everyone,Tools,5-Jun-18,Varies with device,Varies with device
Calculator,TOOLS,4.3,40770,Varies with device,"100,000,000+",Paid,$14 ,Everyone,Tools,21-Nov-17,Varies with device,Varies with device
Device Help,TOOLS,4.2,28860,Varies with device,"100,000,000+",Paid,$14 ,Everyone,Tools,18-Jul-18,Varies with device,Varies with device
Account Manager,TOOLS,4.1,76604,Varies with device,"100,000,000+",Paid,$14 ,Everyone,Tools,27-Jul-16,Varies with device,Varies with device
myMetro,TOOLS,4,26189,5.3M,"10,000,000+",Paid,$14 ,Everyone,Tools,27-Jun-18,MyMetro_HTML_2.0_430029,4.0 and up
File Manager,TOOLS,4.6,739329,Varies with device,"50,000,000+",Free,0,Everyone,Tools,17-Apr-18,Varies with device,Varies with device
My Telcel,TOOLS,3.1,45838,16M,"50,000,000+",Free,0,Everyone,Tools,25-Jul-18,7.6.1,4.1 and up
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5M,"10,000,000+",Free,0,Everyone,Tools,31-Jul-18,v8.0.1.8.0629.1,4.2 and up
ASUS Sound Recorder,TOOLS,4.5,34126,Varies with device,"10,000,000+",Free,0,Everyone,Tools,13-Jul-18,Varies with device,Varies with device
iWnn IME for Nexus,TOOLS,3.2,2394,Varies with device,"5,000,000+",Free,0,Everyone,Tools,13-Nov-14,Varies with device,Varies with device
Samsung Max - Data Savings & Privacy Protection,TOOLS,4.3,330468,Varies with device,"10,000,000+",Free,0,Everyone,Tools,29-May-18,Varies with device,Varies with device
Android TV Remote Service,TOOLS,NaN,1,3.7M,"1,000,000+",Free,0,Everyone,Tools,17-Jan-18,2.1.02.4477839,7.0 and up
ZenUI Help,TOOLS,4.6,136874,Varies with device,"10,000,000+",Free,0,Everyone,Tools,25-Jun-18,Varies with device,Varies with device
"Calculator - free calculator ,multi calculator app",TOOLS,4.4,1236,5.8M,"100,000+",Free,0,Everyone,Tools,6-Jul-18,8.1.6,4.2 and up
SHAREit - Transfer & Share,TOOLS,4.6,7790693,17M,"500,000,000+",Free,0,Everyone,Tools,30-Jul-18,4.5.28_ww,4.1 and up
"ZenUI Keyboard – Emoji, Theme",TOOLS,4.5,537554,Varies with device,"10,000,000+",Free,0,Everyone,Tools,1-Aug-18,Varies with device,Varies with device
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5M,"10,000,000+",Free,0,Everyone,Tools,18-Jul-18,1.0.204375696,5.0 and up
SD card backup,TOOLS,NaN,142,Varies with device,"1,000,000+",Paid,0,Everyone,Tools,27-Mar-17,Varies with device,Varies with device
Nokia mobile support,TOOLS,4.4,12215,9.1M,"5,000,000+",Free,0,Everyone,Tools,1-Aug-18,1.7.4,7.0 and up
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6M,"10,000,000+",Free,0,Everyone,Tools,3-Aug-18,v7.0.7.1.0625.1_06_0629,5.0 and up
Samsung Calculator,TOOLS,4.4,9602,2.5M,"100,000,000+",Free,0,Everyone,Tools,5-Jul-18,6.0.61.5,7.0 and up
Clear,TOOLS,3.1,24151,15M,"10,000,000+",Free,0,Everyone,Tools,6-Aug-18,11.7.0,4.1 and up
Phone,TOOLS,3.6,45483,Varies with device,"10,000,000+",Free,0,Everyone,Tools,30-Jul-18,Varies with device,Varies with device
HTC Lock Screen,TOOLS,4.1,28250,Varies with device,"10,000,000+",Paid,0,Everyone,Tools,21-Mar-17,Varies with device,Varies with device
Gboard - the Google Keyboard,TOOLS,4.2,1859115,Varies with device,"500,000,000+",Free,0,Everyone,Tools,31-Jul-18,Varies with device,Varies with device
Google Korean Input,TOOLS,3.5,74819,Varies with device,"100,000,000+",Free,0,Everyone,Tools,25-Jun-18,Varies with device,7.1 and up
AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1M,"10,000,000+",Free,0,Everyone,Tools,26-Apr-18,3.2,4.1 and up
Google app for Android TV,TOOLS,3,66,Varies with device,"10,000,000+",Free,0,Everyone,Tools,19-Jul-18,Varies with device,Varies with device
Sound Recorder: Recorder & Voice Changer Free,TOOLS,3.9,14552,17M,"10,000,000+",Free,0,Everyone,Tools,31-Jul-18,v7.0.9.1.0526.1_06_0704,5.0 and up
Remote Link (PC Remote),TOOLS,4.5,87055,Varies with device,"10,000,000+",Free,0,Everyone,Tools,3-Jan-17,Varies with device,Varies with device
